Date,Time,Lat,Lon,Depth,Mag
2010/08/04, 22:01:43.62,  -5.7460,  150.7650,  44.00,  7.00
2010/08/10, 05:23:44.98, -17.5410,  168.0690,  25.00,  7.30
2010/08/12, 11:54:15.58,  -1.2660,  -77.3060, 206.70,  7.10
2010/09/03, 16:35:47.77, -43.5220,  171.8300,  12.00,  7.00
2010/09/29, 17:11:25.94,  -4.9630,  133.7600,  26.00,  7.00
2010/10/25, 14:42:22.46,  -3.4870,  100.0820,  20.10,  7.80
2010/12/21, 17:19:40.66,  26.9010,  143.6980,  14.00,  7.40
2010/12/25, 13:16:37.00, -19.7020,  167.9470,  16.00,  7.30
2011/01/01, 09:56:58.12, -26.8030,  -63.1360, 576.80,  7.00
2011/01/02, 20:20:17.78, -38.3550,  -73.3260,  24.00,  7.20
2011/01/13, 16:16:41.54, -20.6280,  168.4710,   9.00,  7.00
2011/01/18, 20:23:23.48,  28.7770,   63.9510,  68.00,  7.20
2011/03/09, 02:45:20.33,  38.4350,  142.8420,  32.00,  7.50
2011/03/11, 05:46:24.12,  38.2970,  142.3730,  29.00,  9.10
2011/03/11, 06:15:40.28,  36.2810,  141.1110,  42.60,  7.90
2011/03/11, 06:25:50.30,  38.0580,  144.5900,  18.60,  7.70
2011/04/07, 14:32:43.29,  38.2760,  141.5880,  42.00,  7.10
2011/06/24, 03:09:39.47,  52.0500, -171.8360,  52.00,  7.30
2011/07/06, 19:03:18.26, -29.5390, -176.3400,  17.00,  7.60
2011/07/10, 00:57:10.80,  38.0340,  143.2640,  23.00,  7.00
2011/08/20, 16:55:02.81, -18.3650,  168.1430,  32.00,  7.10
2011/08/20, 18:19:23.55, -18.3110,  168.2180,  28.00,  7.10
2011/08/24, 17:46:11.65,  -7.6410,  -74.5250, 147.00,  7.00
2011/09/03, 22:55:40.92, -20.6710,  169.7160, 185.10,  7.00
2011/09/15, 19:31:04.08, -21.6110, -179.5280, 644.60,  7.30
2011/10/21, 17:57:16.10, -28.9930, -176.2380,  33.00,  7.40
2011/10/23, 10:41:22.93,  38.7220,   43.5130,  16.00,  7.30
2011/12/14, 05:04:59.27,  -7.5610,  146.8040, 140.90,  7.10
2012/01/10, 18:36:59.08,   2.4330,   93.2100,  19.00,  7.20
2012/02/02, 13:34:40.65, -17.8270,  167.1330,  23.00,  7.10
2012/03/14, 09:08:35.14,  40.8870,  144.9440,  12.00,  7.00
2012/03/20, 18:02:47.44,  16.4930,  -98.2310,  20.00,  7.40
2012/03/25, 22:37:06.00, -35.2000,  -72.2170,  40.70,  7.10
2012/04/11, 08:38:36.72,   2.3270,   93.0630,  20.00,  8.60
2012/04/11, 10:43:10.85,   0.8020,   92.4630,  25.10,  8.20
2012/04/12, 07:15:48.50,  28.6960, -113.1040,  13.00,  7.00
2012/08/14, 02:59:38.46,  49.8000,  145.0640, 583.20,  7.70
2012/08/27, 04:37:19.43,  12.1390,  -88.5900,  28.00,  7.40
2012/08/31, 12:47:33.38,  10.8110,  126.6380,  28.00,  7.60
2012/09/05, 14:42:07.88,  10.0990,  -85.3080,  35.00,  7.60
2012/09/30, 16:31:35.97,   1.9290,  -76.3620, 170.00,  7.30
2012/10/28, 03:04:08.82,  52.7880, -132.1010,  14.00,  7.80
2012/10/28, 03:07:30.00,  52.7690, -131.9270,   5.00,  7.70
2012/11/07, 16:35:46.69,  13.9630,  -91.8540,  24.00,  7.40
2012/12/07, 08:18:23.13,  37.8900,  143.9490,  31.00,  7.30
2012/12/10, 16:53:08.77,  -6.5330,  129.8250, 155.00,  7.10
2013/01/05, 08:58:19.33,  55.3940, -134.6500,  10.00,  7.50
2013/02/06, 01:12:27.00, -10.7380,  165.1380,  28.70,  8.00
2013/02/06, 01:23:19.77, -11.2541,  164.9323,  10.14,  7.10
2013/02/06, 01:54:15.20, -10.4790,  165.7720,   9.80,  7.00
2013/02/08, 15:26:38.50, -10.9320,  166.0210,  21.00,  7.10
2013/04/06, 04:42:35.70,  -3.5130,  138.4770,  66.00,  7.00
2013/04/16, 10:44:20.70,  28.1070,   62.0530,  82.00,  7.70
2013/04/19, 03:05:52.80,  46.2240,  150.7830, 112.20,  7.20
2013/05/23, 17:19:04.00, -23.0250, -177.1090, 171.40,  7.40
2013/05/24, 05:44:49.60,  54.8740,  153.2810, 608.90,  8.30
2013/07/07, 18:35:30.80,  -3.9234,  153.9204, 386.25,  7.30
2013/07/15, 14:03:43.05, -60.8679,  -25.1436,  30.98,  7.30
2013/08/30, 16:25:02.77,  51.6096, -175.3611,  33.53,  7.00
2013/09/24, 11:29:47.98,  26.9708,   65.5198,  15.00,  7.70
2013/09/25, 16:42:43.14, -15.8389,  -74.5094,  40.00,  7.10
2013/10/15, 00:12:32.55,   9.8901,  124.1071,  22.76,  7.10
2013/10/25, 17:10:18.43,  37.1713,  144.6781,  25.67,  7.10
2013/11/17, 09:04:55.53, -60.2738,  -46.4011,  10.00,  7.70
2013/11/25, 06:27:33.99, -53.8813,  -54.8821,  10.00,  7.00
2014/04/01, 23:46:47.24, -19.6097,  -70.7765,  25.00,  8.20
2014/04/03, 02:43:14.78, -20.5700,  -70.4711,  35.00,  7.70
2014/04/11, 07:07:22.57,  -6.5774,  155.0510,  55.78,  7.10
2014/04/12, 20:14:39.30, -11.2701,  162.1481,  22.56,  7.60
2014/04/13, 12:36:19.20, -11.4782,  162.0037,  38.40,  7.40
2014/04/18, 14:27:24.99,  17.4007, -100.9630,  24.00,  7.20
2014/04/19, 13:27:59.50,  -6.7203,  154.9315,  30.87,  7.50
2014/06/23, 20:53:09.70,  51.8486,  178.7352, 109.00,  7.90
2014/10/09, 02:14:31.44, -32.1082, -110.8112,  16.54,  7.00
2014/10/14, 03:51:34.46,  12.5262,  -88.1225,  40.00,  7.30
2014/11/01, 18:57:22.38, -19.6903, -177.7587, 434.00,  7.10
2014/11/15, 02:31:41.72,   1.8929,  126.5217,  45.00,  7.10
2015/02/13, 18:59:12.23,  52.6487,  -31.9016,  16.68,  7.10
2015/02/27, 13:45:05.25,  -7.3017,  122.5348, 550.73,  7.00
2015/03/29, 23:48:31.02,  -4.7363,  152.5576,  41.00,  7.50
2015/04/25, 06:11:26.27,  28.1473,   84.7079,  15.00,  7.80
2015/05/05, 01:44:05.21,  -5.4650,  151.8857,  42.00,  7.50
2015/05/07, 07:10:22.00,  -7.2255,  154.5511,  23.18,  7.10
2015/05/12, 07:05:19.03,  27.8368,   86.0772,  15.00,  7.30
